,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.243919562,-8.31691149,-8.358194124,-8.41029811,-8.43782066,-8.476730819,-8.490900125,-8.517359755,-8.517768026,-8.534696738,-8.525516832,-8.533541513,-8.502767508,-8.485866888,-8.447742929,-8.428013419,-8.382592739,-8.353135672,-8.301939978,-8.264034145,-8.206269781,-8.161036331,-8.097738834,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.235392677,-8.291006054,-8.362646552,-8.401706081,-8.449824762,-8.473217326,-8.51070485,-8.519331241,-8.54480594,-8.540055784,-8.555553368,-8.540498452,-8.547078185,-8.511792471,-8.493812734,-8.449679812,-8.424852425,-8.376784181,-8.344468696,-8.290640708,-8.250486481,-8.188341494,-8.142512525,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.182869915,-8.26744085,-8.325606967,-8.390661543,-8.423304517,-8.469657162,-8.486687022,-8.521146274,-8.529229698,-8.546118396,-8.540390147,-8.551022668,-8.535908208,-8.538010647,-8.499636364,-8.474808783,-8.427367308,-8.400943457,-8.351948748,-8.313888851,-8.258025167,-8.213869161,-8.150456196,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.239368923,-8.323487977,-8.368769317,-8.431869008,-8.46436014,-8.504553683,-8.520040189,-8.551133254,-8.552219163,-8.571362143,-8.558795458,-8.568815828,-8.546898229,-8.54653104,-8.504779337,-8.479812722,-8.428065437,-8.395476781,-8.340831669,-8.303583581,-8.241630218,-8.195707771,-8.128129184,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.271918586,-8.348884367,-8.402441134,-8.454951615,-8.481127764,-8.518818133,-8.530465578,-8.557854527,-8.55651014,-8.5688713,-8.556105855,-8.561106214,-8.538668706,-8.530775507,-8.487879085,-8.457505067,-8.406062813,-8.366197616,-8.309808542,-8.26611969,-8.203471014,-8.152851968,-8.08484105,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.315721187,-8.399727904,-8.435555277,-8.491651476,-8.515003097,-8.551738615,-8.558597259,-8.585000648,-8.578121499,-8.591089159,-8.571952845,-8.57534313,-8.546230393,-8.537614586,-8.489087503,-8.456756297,-8.399168196,-8.359041316,-8.295008424,-8.248629988,-8.181466952,-8.130220259,-8.056130407,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.298104518,-8.353456164,-8.42197306,-8.462796133,-8.512611913,-8.529211429,-8.561265959,-8.565046205,-8.585922343,-8.57798206,-8.584964819,-8.566019374,-8.562795724,-8.532874904,-8.51709217,-8.467458467,-8.427981774,-8.369664064,-8.322363877,-8.262337052,-8.20667337,-8.138034166,-8.08248325,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.353652061,-8.398121414,-8.471553199,-8.496015574,-8.548373174,-8.559310898,-8.592440259,-8.590131766,-8.611493821,-8.596769841,-8.604098565,-8.577951591,-8.574084258,-8.537030453,-8.519946447,-8.463952989,-8.421547698,-8.357333495,-8.311183352,-8.239188504,-8.184954803,-8.110944128,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.311785152,-8.388159211,-8.431028954,-8.49781091,-8.523140696,-8.564753893,-8.57397205,-8.596914426,-8.594689525,-8.608421896,-8.592961876,-8.5947194,-8.56866097,-8.557353565,-8.518946611,-8.494432431,-8.437176376,-8.390347106,-8.323563885,-8.269888791,-8.195577099,-8.136765139,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.318423099,-8.370186626,-8.445758209,-8.483399131,-8.545504101,-8.566945989,-8.605447484,-8.603008303,-8.628755975,-8.617212446,-8.631548736,-8.608248916,-8.608960258,-8.574418273,-8.563105144,-8.517931837,-8.492234449,-8.428555234,-8.382093593,-8.30619063,-8.252360709,-8.170704776,-8.110693001,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.361551842,-8.412208154,-8.480601778,-8.516475997,-8.57308704,-8.593603294,-8.628009308,-8.620469661,-8.631954733,-8.619242459,-8.62547596,-8.601031986,-8.595358105,-8.560176668,-8.540805732,-8.494011237,-8.463658491,-8.396838248,-8.341464663,-8.266260844,-8.203624893,-8.123092789,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.335854555,-8.426292991,-8.470005704,-8.536770971,-8.564955845,-8.617916183,-8.629086012,-8.659604198,-8.647419077,-8.659407125,-8.637790226,-8.643522274,-8.612339429,-8.604664749,-8.561592748,-8.54169412,-8.487043709,-8.456491849,-8.38229289,-8.32619705,-8.24232395,-8.180417144,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.388177176,-8.465726801,-8.50885294,-8.569484445,-8.593514018,-8.636993467,-8.647006007,-8.667859817,-8.653157316,-8.659336546,-8.634177427,-8.632853927,-8.599285567,-8.58493286,-8.538447738,-8.513661433,-8.457881743,-8.419824739,-8.344393167,-8.279909348,-8.19957407,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.385564855,-8.445041588,-8.518810905,-8.558020727,-8.615419091,-8.631760159,-8.67327914,-8.673172388,-8.691129862,-8.671487956,-8.678289019,-8.647945173,-8.644568321,-8.604247599,-8.587830369,-8.535452026,-8.505311775,-8.44715688,-8.406790862,-8.322156615,-8.258218865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.334346334,-8.428352116,-8.48552595,-8.554835807,-8.587926623,-8.641156734,-8.655643602,-8.688068197,-8.685920362,-8.695951133,-8.673182172,-8.673013934,-8.639066797,-8.628408086,-8.584837275,-8.562037296,-8.509330893,-8.473314404,-8.406670301,-8.365019815,-8.281584664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.321318752,-8.398816924,-8.492174657,-8.538720965,-8.60635151,-8.629675075,-8.681170206,-8.688504863,-8.720340003,-8.709303054,-8.717073877,-8.688514886,-8.686670367,-8.646923601,-8.633562725,-8.583891338,-8.557734515,-8.499088373,-8.46264041,-8.392670507,-8.346060356,-8.248664938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.254427952,-8.374408856,-8.444825668,-8.528500668,-8.574600431,-8.634702099,-8.656698636,-8.699657975,-8.705467721,-8.730371214,-8.717721615,-8.71771754,-8.686700878,-8.675725662,-8.632938695,-8.6115768,-8.558081145,-8.526294957,-8.463577512,-8.421259135,-8.352780849,-8.297039219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.245825253,-8.334618169,-8.448820787,-8.51156133,-8.59031131,-8.626320822,-8.683123426,-8.698367083,-8.73650925,-8.73543425,-8.75712382,-8.738415637,-8.734422538,-8.695292322,-8.682074595,-8.632794403,-8.607678155,-8.549369189,-8.513889177,-8.445796942,-8.400108633,-8.32274298,-8.27208803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.283832706,-8.367301053,-8.473760196,-8.530340308,-8.604877884,-8.638289781,-8.682864831,-8.695604078,-8.723008648,-8.721354674,-8.729697942,-8.70694392,-8.697695415,-8.657630152,-8.637829407,-8.587772016,-8.556051426,-8.496554086,-8.454673933,-8.384472258,-8.332376925,-8.25235957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.353827075,-8.429824881,-8.527867215,-8.579262123,-8.650687834,-8.672328086,-8.717611179,-8.717755689,-8.741844968,-8.721904027,-8.732934806,-8.699239212,-8.690373204,-8.640503061,-8.621194848,-8.560646065,-8.529886949,-8.46031704,-8.417974415,-8.340340947,-8.287860062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.386703448,-8.458352572,-8.551465321,-8.600583287,-8.658264135,-8.674372188,-8.710407265,-8.706860742,-8.720070601,-8.700518713,-8.700117822,-8.662726347,-8.647935337,-8.599360482,-8.568935,-8.512591488,-8.470405276,-8.400951102,-8.349752301,-8.270417903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.454548688,-8.516657673,-8.602966154,-8.636043261,-8.696012417,-8.700992964,-8.735294788,-8.720360398,-8.73513493,-8.699646383,-8.701868677,-8.652510049,-8.636435501,-8.579424186,-8.548098832,-8.475533606,-8.439318168,-8.357421833,-8.306737664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.365171401,-8.48292405,-8.541323524,-8.61536969,-8.64747874,-8.695405164,-8.698237297,-8.720032125,-8.702057712,-8.707220267,-8.671771172,-8.662715309,-8.615089618,-8.587869982,-8.534242522,-8.495572017,-8.423716107,-8.376759096,-8.294751687,-8.216076022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.430566444,-8.550361741,-8.594942649,-8.666351621,-8.685119834,-8.729697377,-8.72042202,-8.742318582,-8.712035911,-8.717389297,-8.669847801,-8.660023781,-8.599322397,-8.573951285,-8.507873312,-8.463620539,-8.38778769,-8.334230668,-8.228690722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,-8.370871556,-8.461016216,-8.573912064,-8.614505284,-8.670105815,-8.687572337,-8.72003707,-8.707210063,-8.719143581,-8.68633071,-8.681480824,-8.635894367,-8.611526022,-8.554908669,-8.518982612,-8.449860141,-8.403255003,-8.32224186,-8.242937559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,-8.305521629,-8.446256008,-8.528795612,-8.632288239,-8.660017331,-8.715978519,-8.718359294,-8.749725836,-8.72532507,-8.735985107,-8.691192578,-8.685387114,-8.625286334,-8.602682978,-8.533626029,-8.496326489,-8.418927553,-8.36802378,-8.258316368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,-8.229955242,-8.351206729,-8.486548136,-8.546742309,-8.653119477,-8.670929257,-8.713360882,-8.711487036,-8.729526822,-8.70441915,-8.703335033,-8.660197993,-8.641128582,-8.582478449,-8.547858098,-8.478255465,-8.435250669,-8.349655126,-8.273974925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,,-8.152127758,-8.322168147,-8.423019753,-8.549417088,-8.605793303,-8.707177237,-8.71968231,-8.754263649,-8.742087543,-8.756304839,-8.714115191,-8.712169407,-8.652385165,-8.632612617,-8.561341076,-8.524082205,-8.447531373,-8.395972428,-8.284538353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,-8.086193536,-8.207492637,-8.360491331,-8.462794267,-8.571383357,-8.624595671,-8.720170241,-8.725943231,-8.747215016,-8.733695842,-8.727780784,-8.684748835,-8.665746378,-8.607996724,-8.576458891,-8.510175622,-8.461963928,-8.378429833,-8.297988325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,-8.003915641,-8.185410002,-8.297101245,-8.456146661,-8.526782483,-8.638250351,-8.68087397,-8.764409738,-8.76172589,-8.780260976,-8.7490252,-8.746230623,-8.688314043,-8.669218557,-8.590730694,-8.554882718,-8.472167168,-8.419475416,-8.307904643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,-7.943863002,-8.082427627,-8.245244935,-8.345819661,-8.488291245,-8.56149434,-8.658031817,-8.699843611,-8.760751708,-8.75597006,-8.758679568,-8.725668294,-8.705307496,-8.645905608,-8.609443166,-8.536515986,-8.488642568,-8.402712883,-8.320328779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,,-7.833272993,-8.050631559,-8.18106453,-8.342071896,-8.432459307,-8.562748874,-8.622912846,-8.717634019,-8.742071143,-8.8020948,-8.781671625,-8.784242237,-8.732017247,-8.71258228,-8.635639359,-8.600401251,-8.506572386,-8.455453189,-8.331488812,-8.242709625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,-7.717685061,-7.921710161,-8.13887943,-8.255684624,-8.399141402,-8.48099141,-8.588118515,-8.651505763,-8.728186498,-8.7459184,-8.788088946,-8.763611873,-8.748765712,-8.693751159,-8.65712462,-8.581651429,-8.525737901,-8.440808979,-8.347408462,-8.22179725,-8.121138813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,-7.584606615,-7.855081222,-8.039582199,-8.241254972,-8.347562232,-8.486462512,-8.558091073,-8.667185286,-8.704382847,-8.780358438,-8.780727845,-8.819240185,-8.776721715,-8.760441932,-8.686504637,-8.64992996,-8.555478773,-8.500325665,-8.3705836,-8.277631277,-8.14151294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,-7.418171099,-7.682617853,-7.940738596,-8.119556619,-8.325677435,-8.428826729,-8.542354815,-8.599748195,-8.68546975,-8.722323457,-8.779285803,-8.771277701,-8.789616741,-8.742752054,-8.710700397,-8.635946096,-8.578150483,-8.489153991,-8.391817377,-8.263775385,-8.154255588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,-7.579458128,-7.823702135,-8.074055284,-8.234207151,-8.419064398,-8.501450424,-8.624182261,-8.661964615,-8.747845704,-8.761260837,-8.816876818,-8.792612732,-8.805418947,-8.740000133,-8.703804949,-8.610416098,-8.554613467,-8.421781416,-8.323862016,-8.17514777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,-7.354023289,-7.675263637,-7.916178497,-8.145372929,-8.304318115,-8.492004035,-8.555831384,-8.654310914,-8.686276782,-8.756361502,-8.762810371,-8.794857058,-8.763481175,-8.761109862,-8.689969845,-8.634491057,-8.542836159,-8.442293998,-8.308846627,-8.191563235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,-7.51798952,-7.829653349,-8.049554679,-8.284853212,-8.410264732,-8.573818649,-8.620743717,-8.715971253,-8.734484448,-8.802527443,-8.789581613,-8.814997305,-8.766409457,-8.756575739,-8.666263895,-8.607423215,-8.47376629,-8.372451361,-8.221504646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,-7.616595076,-7.922407598,-8.126389902,-8.346202059,-8.45456761,-8.618785477,-8.657742072,-8.733355891,-8.738973912,-8.784731009,-8.762453108,-8.771123078,-8.719251726,-8.695248016,-8.59502789,-8.498375307,-8.357290224,-8.237043593,-8.080330818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,-7.474204521,-7.748264696,-8.056525665,-8.21883253,-8.434962532,-8.538452112,-8.690812275,-8.710484771,-8.780225617,-8.766575273,-8.800572957,-8.758658646,-8.760894746,-8.693960138,-8.667033306,-8.527210766,-8.419518186,-8.261855695,-8.139814688,-7.966448456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,-7.536583074,-7.811655739,-8.092949911,-8.246403869,-8.442546618,-8.542088944,-8.663533313,-8.680310076,-8.735553481,-8.720274355,-8.736418235,-8.694653007,-8.673076385,-8.593322213,-8.521219721,-8.37908013,-8.256272654,-8.089534988,-7.957580821,-7.769580992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,-7.307764981,-7.683807866,-7.925306433,-8.206702452,-8.344249365,-8.508335354,-8.578544608,-8.693260325,-8.689368946,-8.74744501,-8.707253562,-8.725406101,-8.657990798,-8.633841087,-8.501221824,-8.415421717,-8.257042722,-8.134561758,-7.947219112,-7.806104675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,-7.050592235,-7.409999515,-7.757154772,-8.008736994,-8.242752427,-8.373137442,-8.511345018,-8.571305885,-8.654840207,-8.646233109,-8.685507832,-8.647308389,-8.637433838,-8.556661974,-8.484950264,-8.340834252,-8.235545277,-8.075698007,-7.938309889,-7.744786452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,-6.668256918,-7.249687435,-7.557894229,-7.903685988,-8.117464636,-8.352961325,-8.43737955,-8.57956992,-8.600757863,-8.682558257,-8.643158339,-8.68079923,-8.606379645,-8.596309695,-8.463573598,-8.377602464,-8.215083331,-8.108601761,-7.919560452,-7.780251873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,-6.881294357,-7.358080842,-7.645837602,-7.973825633,-8.166029629,-8.367565814,-8.451356887,-8.558381189,-8.575317157,-8.624885826,-8.581503776,-8.579796372,-8.510060396,-8.430723309,-8.291331687,-8.180937956,-8.015382331,-7.888353443,-7.707311047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,-6.683527947,-7.05711564,-7.567818808,-7.804149997,-8.134225513,-8.290707016,-8.472526944,-8.518314421,-8.619455619,-8.600217664,-8.64084083,-8.554882523,-8.557605648,-8.403439592,-8.32728649,-8.151837967,-8.047528319,-7.857839515,-7.730879154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,-6.842925269,-7.250547897,-7.650423433,-7.87834485,-8.191718072,-8.331218952,-8.483732384,-8.529424345,-8.586709193,-8.562150376,-8.570809478,-8.468774974,-8.376517982,-8.227521536,-8.108332428,-7.937472078,-7.801476696,-7.618609246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,-6.456880356,-7.088956095,-7.40574961,-7.824573246,-8.043359851,-8.359556735,-8.470004067,-8.599519497,-8.594420728,-8.638556267,-8.581154527,-8.575436021,-8.392849879,-8.28298165,-8.094840216,-7.974711637,-7.772268487,-7.634288656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,-6.651648407,-7.200080749,-7.518910179,-7.894244415,-8.122057577,-8.383893909,-8.472224231,-8.561903741,-8.545952268,-8.551206335,-8.461911416,-8.393163504,-8.196872076,-8.057557462,-7.859588789,-7.706080864,-7.502537243,-7.338668645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,-6.496168555,-6.902021625,-7.409759374,-7.70587705,-8.077218728,-8.248765271,-8.505436176,-8.537796456,-8.60769413,-8.544314991,-8.543933116,-8.363399059,-8.26335589,-8.036042959,-7.88452946,-7.659997192,-7.502878424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,-5.899444788,-6.75398593,-7.117127174,-7.539772439,-7.822807771,-8.138189139,-8.284642443,-8.482111206,-8.487994607,-8.521615088,-8.422706641,-8.351031038,-8.165485564,-8.026790959,-7.790867661,-7.620045957,-7.384059207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,-5.482784515,-6.209666029,-7.039518999,-7.359801685,-7.775713764,-7.981617722,-8.295691543,-8.372249647,-8.544665023,-8.505109044,-8.517124627,-8.328241876,-8.220873545,-7.988246763,-7.837656356,-7.571895561,-7.39984361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,-5.674900071,-6.381984839,-7.183842938,-7.484521482,-7.862763248,-8.028337521,-8.287127849,-8.333321995,-8.472470103,-8.377092412,-8.305299993,-8.095122186,-7.951310776,-7.699413758,-7.518631897,-7.249371627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,-4.754164293,-5.975377881,-6.627452018,-7.385370296,-7.642004237,-8.015651055,-8.12420808,-8.357361718,-8.355064778,-8.471600282,-8.274539294,-8.145822206,-7.892370755,-7.721229575,-7.437007071,-7.244790966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,-4.960725265,-6.113192056,-6.727902585,-7.410160641,-7.645757688,-7.97765665,-8.086221914,-8.246714531,-8.17281018,-8.147330772,-7.930371076,-7.770552681,-7.501098372,-7.273178005,-6.988482516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,-5.284520317,-6.443783818,-6.967876368,-7.589841663,-7.760106491,-8.103236556,-8.13438156,-8.284043988,-8.043832783,-7.947303363,-7.686388185,-7.50011296,-7.179841491,-6.952199047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,-5.524665768,-6.576195611,-7.058162083,-7.587762343,-7.741923589,-7.994228154,-7.938086008,-7.92345866,-7.671538862,-7.501449183,-7.218372022,-6.978919171,-6.666730866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,-5.012772061,-5.895993428,-6.941548626,-7.306709379,-7.788966436,-7.801001561,-8.054955433,-7.787538531,-7.684373328,-7.355763359,-7.187259301,-6.866536414,-6.609814979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,-3.711493756,-5.256169943,-6.118855945,-7.120185422,-7.394650499,-7.77264589,-7.653229482,-7.588865817,-7.31952774,-7.124916947,-6.801889213,-6.58028295,-6.266917824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,-3.04233874,-4.16097709,-5.736942242,-6.514741205,-7.541535235,-7.721217129,-7.998767388,-7.563734617,-7.362746601,-6.957752341,-6.74260578,-6.361327781,-6.128959275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,-3.371573845,-4.544402914,-5.969566559,-6.650021821,-7.490968775,-7.496799845,-7.48489868,-6.983523186,-6.660244047,-6.204225955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,-3.936979625,-5.05215148,-6.516088442,-6.947320882,-7.701891574,-7.25944992,-7.072486901,-6.501997903,-6.100328285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.966464765,-4.129464724,-5.174314306,-6.481095414,-6.493503331,-6.69540193,-6.187814224,-5.828910655,-5.182530588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-0.550169224,-4.892008541,-5.622315523,-7.082486631,-6.27506739,-6.049398732,-5.319237126,-4.893334472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-1.398737004,-5.497292431,-5.347711902,-5.386974589,-4.730994518,-4.349899986,-3.563915461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-2.835468937,-7.093998203,-5.280872911,-4.500409464,-3.541546265,-3.107255875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-1.115986765,-2.580615926,-1.158663468,0.153875286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
